RxCUI,TTY,Name,Branded Name,Dose Form,USP Category,USP Class,USP Pharmacotherapeutic Group
1659598,SCD,AMPICILLIN 2000 MG / SULBACTAM 1000 MG INJECTION,,INJECTION,Antibacterials,Antibacterials Combination,
1659600,SBD,AMPICILLIN 2000 MG / SULBACTAM 1000 MG INJECTION [UNASYN],UNASYN,INJECTION,Antibacterials,Antibacterials Combination,
1603845,SBD,AVIBACTAM 500 MG / CEFTAZIDIME 2000 MG INJECTION [AVYCAZ],AVYCAZ,INJECTION,Antibacterials,Antibacterials Combination,
688708,SBD,BACITRACIN 0.4 UNT/MG / HYDROCORTISONE 0.01 MG/MG / NEOMYCIN 0.0035 MG/MG / POLYMYXIN B 10 UNT/MG OPHTHALMIC OINTMENT [CORTOMYCIN OINTMENT],CORTOMYCIN OINTMENT,OPHTHALMIC OINTMENT,Antibacterials,Antibacterials Combination,
688704,SBD,BACITRACIN 0.4 UNT/MG / HYDROCORTISONE 0.01 MG/MG / NEOMYCIN 0.0035 MG/MG / POLYMYXIN B 5 UNT/MG TOPICAL OINTMENT [CORTISPORIN OINTMENT],CORTISPORIN OINTMENT,TOPICAL OINTMENT,Antibacterials,Antibacterials Combination,
1294621,SBD,BISMUTH SUBCITRATE 140 MG / METRONIDAZOLE 125 MG / TETRACYCLINE HYDROCHLORIDE 125 MG ORAL CAPSULE [PYLERA],PYLERA,ORAL CAPSULE,Antibacterials,Antibacterials Combination,
1946651,SBD,MEROPENEM 1000 MG / VABORBACTAM 1000 MG INJECTION [VABOMERE],VABOMERE,INJECTION,Antibacterials,Antibacterials Combination,
142118,SCD,SULFAMETHOXAZOLE 100 MG / TRIMETHOPRIM 20 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Antibacterials Combination,
313134,SCD,SULFAMETHOXAZOLE 40 MG/ML / TRIMETHOPRIM 8 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Antibacterials Combination,
208406,SBD,SULFAMETHOXAZOLE 40 MG/ML / TRIMETHOPRIM 8 MG/ML ORAL SUSPENSION [SULFATRIM],SULFATRIM,ORAL SUSPENSION,Antibacterials,Antibacterials Combination,
198334,SCD,SULFAMETHOXAZOLE 400 MG / TRIMETHOPRIM 80 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Antibacterials Combination,
208416,SBD,SULFAMETHOXAZOLE 400 MG / TRIMETHOPRIM 80 MG ORAL TABLET [BACTRIM],BACTRIM,ORAL TABLET,Antibacterials,Antibacterials Combination,
313137,SCD,SULFAMETHOXAZOLE 80 MG/ML / TRIMETHOPRIM 16 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,Antibacterials Combination,
198335,SCD,SULFAMETHOXAZOLE 800 MG / TRIMETHOPRIM 160 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Antibacterials Combination,
849580,SBD,SULFAMETHOXAZOLE 800 MG / TRIMETHOPRIM 160 MG ORAL TABLET [BACTRIM],BACTRIM,ORAL TABLET,Antibacterials,Antibacterials Combination,
1662278,SCD,100 ML LINEZOLID 2 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1662280,SBD,100 ML LINEZOLID 2 MG/ML INJECTION [ZYVOX],ZYVOX,INJECTION,Antibacterials,"Antibacterials, Other",
311683,SCD,100 ML METRONIDAZOLE 5 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1807511,SCD,100 ML VANCOMYCIN 5 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1807510,SCD,150 ML VANCOMYCIN 5 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1737244,SCD,2 ML CLINDAMYCIN 150 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1737245,SBD,2 ML CLINDAMYCIN 150 MG/ML INJECTION [CLEOCIN],CLEOCIN,INJECTION,Antibacterials,"Antibacterials, Other",
1662284,SBD,200 ML LINEZOLID 2 MG/ML INJECTION [ZYVOX],ZYVOX,INJECTION,Antibacterials,"Antibacterials, Other",
1807508,SCD,200 ML VANCOMYCIN 5 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
636559,SCD,24 HR METRONIDAZOLE 750 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Antibacterials,"Antibacterials, Other",
687204,SBD,24 HR METRONIDAZOLE 750 MG EXTENDED RELEASE ORAL TABLET [FLAGYL],FLAGYL,EXTENDED RELEASE ORAL TABLET,Antibacterials,"Antibacterials, Other",
1662285,SCD,300 ML LINEZOLID 2 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1662286,SBD,300 ML LINEZOLID 2 MG/ML INJECTION [ZYVOX],ZYVOX,INJECTION,Antibacterials,"Antibacterials, Other",
1737579,SBD,4 ML CLINDAMYCIN 150 MG/ML INJECTION [CLEOCIN],CLEOCIN,INJECTION,Antibacterials,"Antibacterials, Other",
685578,SBD,50 ML CLINDAMYCIN 12 MG/ML INJECTION [CLEOCIN],CLEOCIN,INJECTION,Antibacterials,"Antibacterials, Other",
685576,SBD,50 ML CLINDAMYCIN 18 MG/ML INJECTION [CLEOCIN],CLEOCIN,INJECTION,Antibacterials,"Antibacterials, Other",
309339,SCD,50 ML CLINDAMYCIN 6 MG/ML INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
204890,SCD,ACETIC ACID 0.0092 MG/MG VAGINAL GEL,,VAGINAL GEL,Antibacterials,"Antibacterials, Other",
562411,SCD,BACITRACIN 5000 UNT/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
209704,SBD,BACITRACIN 5000 UNT/ML INJECTABLE SOLUTION [BACI-IM],BACI-IM,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
1428830,SBD,BACITRACIN ZINC 0.5 UNT/MG TOPICAL OINTMENT [BACIGUENT],BACIGUENT,TOPICAL OINTMENT,Antibacterials,"Antibacterials, Other",
1293338,SBD,CHLORAMPHENICOL 0.01 MG/MG OPHTHALMIC OINTMENT [CHLOROMYCETIN],CHLOROMYCETIN,OPHTHALMIC OINTMENT,Antibacterials,"Antibacterials, Other",
239200,SCD,CHLORAMPHENICOL 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
245581,SCD,CHLORAMPHENICOL 2.5 MG/ML OPHTHALMIC SOLUTION,,OPHTHALMIC SOLUTION,Antibacterials,"Antibacterials, Other",
797274,SCD,CLINDAMYCIN 10 MG/ML MEDICATED PAD,,MEDICATED PAD,Antibacterials,"Antibacterials, Other",
797450,SBD,CLINDAMYCIN 10 MG/ML MEDICATED PAD [CLEOCIN-T],CLEOCIN-T,MEDICATED PAD,Antibacterials,"Antibacterials, Other",
882533,SBD,CLINDAMYCIN 100 MG VAGINAL SUPPOSITORY [CLEOCIN],CLEOCIN,VAGINAL SUPPOSITORY,Antibacterials,"Antibacterials, Other",
562266,SCD,CLINDAMYCIN 15 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Antibacterials,"Antibacterials, Other",
748743,SBD,CLINDAMYCIN 15 MG/ML ORAL SOLUTION [CLEOCIN],CLEOCIN,ORAL SOLUTION,Antibacterials,"Antibacterials, Other",
197518,SCD,CLINDAMYCIN 150 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
748746,SBD,CLINDAMYCIN 150 MG ORAL CAPSULE [CLEOCIN],CLEOCIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
309337,SCD,CLINDAMYCIN 20 MG/ML VAGINAL CREAM,,VAGINAL CREAM,Antibacterials,"Antibacterials, Other",
882536,SBD,CLINDAMYCIN 20 MG/ML VAGINAL CREAM [CLEOCIN],CLEOCIN,VAGINAL CREAM,Antibacterials,"Antibacterials, Other",
602424,SBD,CLINDAMYCIN 20 MG/ML VAGINAL CREAM [CLINDAMAX],CLINDAMAX,VAGINAL CREAM,Antibacterials,"Antibacterials, Other",
602427,SBD,CLINDAMYCIN 20 MG/ML VAGINAL CREAM [CLINDESSE],CLINDESSE,VAGINAL CREAM,Antibacterials,"Antibacterials, Other",
284215,SCD,CLINDAMYCIN 300 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
748748,SBD,CLINDAMYCIN 300 MG ORAL CAPSULE [CLEOCIN],CLEOCIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
309329,SCD,CLINDAMYCIN 75 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
748750,SBD,CLINDAMYCIN 75 MG ORAL CAPSULE [CLEOCIN],CLEOCIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
1539248,SBD,DALBAVANCIN 500 MG INJECTION [DALVANCE],DALVANCE,INJECTION,Antibacterials,"Antibacterials, Other",
403920,SCD,DAPTOMYCIN 500 MG INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
404652,SBD,DAPTOMYCIN 500 MG INJECTION [CUBICIN],CUBICIN,INJECTION,Antibacterials,"Antibacterials, Other",
808921,SBD,FOSFOMYCIN 3000 MG POWDER FOR ORAL SOLUTION [MONUROL],MONUROL,POWDER FOR ORAL SOLUTION,Antibacterials,"Antibacterials, Other",
239212,SCD,LINCOMYCIN 300 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
102787,SBD,LINCOMYCIN 300 MG/ML INJECTABLE SOLUTION [LINCOCIN],LINCOCIN,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
311345,SCD,LINEZOLID 20 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Antibacterials, Other",
581614,SBD,LINEZOLID 20 MG/ML ORAL SUSPENSION [ZYVOX],ZYVOX,ORAL SUSPENSION,Antibacterials,"Antibacterials, Other",
311347,SCD,LINEZOLID 600 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
262091,SBD,LINEZOLID 600 MG ORAL TABLET [ZYVOX],ZYVOX,ORAL TABLET,Antibacterials,"Antibacterials, Other",
251575,SCD,MAFENIDE 50 MG/ML TOPICAL SOLUTION,,TOPICAL SOLUTION,Antibacterials,"Antibacterials, Other",
285024,SBD,MAFENIDE 50 MG/ML TOPICAL SOLUTION [SULFAMYLON],SULFAMYLON,TOPICAL SOLUTION,Antibacterials,"Antibacterials, Other",
201185,SBD,MAFENIDE 85 MG/ML TOPICAL CREAM [SULFAMYLON],SULFAMYLON,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
992150,SCD,METHENAMINE HIPPURATE 1000 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
992152,SBD,METHENAMINE HIPPURATE 1000 MG ORAL TABLET [HIPREX],HIPREX,ORAL TABLET,Antibacterials,"Antibacterials, Other",
992164,SBD,METHENAMINE HIPPURATE 1000 MG ORAL TABLET [UREX],UREX,ORAL TABLET,Antibacterials,"Antibacterials, Other",
992153,SCD,METHENAMINE MANDELATE 1000 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
992184,SCD,METHENAMINE MANDELATE 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
311679,SCD,METRONIDAZOLE 0.0075 MG/MG TOPICAL GEL,,TOPICAL GEL,Antibacterials,"Antibacterials, Other",
701919,SBD,METRONIDAZOLE 0.0075 MG/MG TOPICAL GEL [NYDAMAX],NYDAMAX,TOPICAL GEL,Antibacterials,"Antibacterials, Other",
1251688,SBD,METRONIDAZOLE 0.0075 MG/MG TOPICAL GEL [ROSADAN],ROSADAN,TOPICAL GEL,Antibacterials,"Antibacterials, Other",
142046,SCD,METRONIDAZOLE 0.0075 MG/MG VAGINAL GEL,,VAGINAL GEL,Antibacterials,"Antibacterials, Other",
754766,SBD,METRONIDAZOLE 0.0075 MG/MG VAGINAL GEL [METROGEL],METROGEL,VAGINAL GEL,Antibacterials,"Antibacterials, Other",
608934,SBD,METRONIDAZOLE 0.0075 MG/MG VAGINAL GEL [VANDAZOLE],VANDAZOLE,VAGINAL GEL,Antibacterials,"Antibacterials, Other",
577237,SCD,METRONIDAZOLE 0.01 MG/MG TOPICAL GEL,,TOPICAL GEL,Antibacterials,"Antibacterials, Other",
605730,SBD,METRONIDAZOLE 0.01 MG/MG TOPICAL GEL [METROGEL],METROGEL,TOPICAL GEL,Antibacterials,"Antibacterials, Other",
1604336,SBD,METRONIDAZOLE 0.013 MG/MG VAGINAL GEL [NUVESSA],NUVESSA,VAGINAL GEL,Antibacterials,"Antibacterials, Other",
311680,SCD,METRONIDAZOLE 10 MG/ML TOPICAL CREAM,,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
213120,SBD,METRONIDAZOLE 10 MG/ML TOPICAL CREAM [NORITATE],NORITATE,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
247055,SCD,METRONIDAZOLE 100 MG/ML VAGINAL CREAM,,VAGINAL CREAM,Antibacterials,"Antibacterials, Other",
199326,SCD,METRONIDAZOLE 200 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
314106,SCD,METRONIDAZOLE 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
207287,SBD,METRONIDAZOLE 250 MG ORAL TABLET [FLAGYL],FLAGYL,ORAL TABLET,Antibacterials,"Antibacterials, Other",
199055,SCD,METRONIDAZOLE 375 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
687211,SBD,METRONIDAZOLE 375 MG ORAL CAPSULE [FLAGYL],FLAGYL,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
199327,SCD,METRONIDAZOLE 400 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
311681,SCD,METRONIDAZOLE 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
207290,SBD,METRONIDAZOLE 500 MG ORAL TABLET [FLAGYL],FLAGYL,ORAL TABLET,Antibacterials,"Antibacterials, Other",
199959,SCD,METRONIDAZOLE 500 MG RECTAL SUPPOSITORY,,RECTAL SUPPOSITORY,Antibacterials,"Antibacterials, Other",
247806,SCD,METRONIDAZOLE 500 MG VAGINAL SUPPOSITORY,,VAGINAL SUPPOSITORY,Antibacterials,"Antibacterials, Other",
311678,SCD,METRONIDAZOLE 7.5 MG/ML TOPICAL CREAM,,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
211666,SBD,METRONIDAZOLE 7.5 MG/ML TOPICAL CREAM [METROCREAM],METROCREAM,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
1148398,SBD,METRONIDAZOLE 7.5 MG/ML TOPICAL CREAM [ROSADAN],ROSADAN,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
242736,SCD,METRONIDAZOLE 7.5 MG/ML TOPICAL LOTION,,TOPICAL LOTION,Antibacterials,"Antibacterials, Other",
261119,SBD,METRONIDAZOLE 7.5 MG/ML TOPICAL LOTION [METROLOTION],METROLOTION,TOPICAL LOTION,Antibacterials,"Antibacterials, Other",
108758,SBD,MUPIROCIN 0.02 MG/MG NASAL OINTMENT [BACTROBAN],BACTROBAN,NASAL OINTMENT,Antibacterials,"Antibacterials, Other",
106346,SCD,MUPIROCIN 0.02 MG/MG TOPICAL OINTMENT,,TOPICAL OINTMENT,Antibacterials,"Antibacterials, Other",
103570,SBD,MUPIROCIN 0.02 MG/MG TOPICAL OINTMENT [BACTROBAN],BACTROBAN,TOPICAL OINTMENT,Antibacterials,"Antibacterials, Other",
404070,SBD,MUPIROCIN 0.02 MG/MG TOPICAL OINTMENT [CENTANY],CENTANY,TOPICAL OINTMENT,Antibacterials,"Antibacterials, Other",
311877,SCD,MUPIROCIN 20 MG/ML TOPICAL CREAM,,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
213182,SBD,MUPIROCIN 20 MG/ML TOPICAL CREAM [BACTROBAN],BACTROBAN,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
311989,SCD,NITROFURANTOIN 5 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Antibacterials, Other",
311991,SCD,NITROFURANTOIN 50 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
1648759,SCD,"NITROFURANTOIN, MACROCRYSTALS 100 MG ORAL CAPSULE",,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
201883,SBD,"NITROFURANTOIN, MACROCRYSTALS 100 MG ORAL CAPSULE [MACRODANTIN]",MACRODANTIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
1648755,SCD,"NITROFURANTOIN, MACROCRYSTALS 25 MG / NITROFURANTOIN, MONOHYDRATE 75 MG ORAL CAPSULE",,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
539712,SBD,"NITROFURANTOIN, MACROCRYSTALS 25 MG / NITROFURANTOIN, MONOHYDRATE 75 MG ORAL CAPSULE [MACROBID]",MACROBID,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
311994,SCD,"NITROFURANTOIN, MACROCRYSTALS 25 MG ORAL CAPSULE",,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
207791,SBD,"NITROFURANTOIN, MACROCRYSTALS 25 MG ORAL CAPSULE [MACRODANTIN]",MACRODANTIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
311995,SCD,"NITROFURANTOIN, MACROCRYSTALS 50 MG ORAL CAPSULE",,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
201882,SBD,"NITROFURANTOIN, MACROCRYSTALS 50 MG ORAL CAPSULE [MACRODANTIN]",MACRODANTIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
1547620,SBD,ORITAVANCIN 400 MG INJECTION [ORBACTIV],ORBACTIV,INJECTION,Antibacterials,"Antibacterials, Other",
204509,SCD,POLYMYXIN B 250000 UNT/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
704858,SBD,RETAPAMULIN 0.01 MG/MG TOPICAL OINTMENT [ALTABAX],ALTABAX,TOPICAL OINTMENT,Antibacterials,"Antibacterials, Other",
539789,SBD,RIFAXIMIN 200 MG ORAL TABLET [XIFAXAN],XIFAXAN,ORAL TABLET,Antibacterials,"Antibacterials, Other",
856666,SBD,RIFAXIMIN 550 MG ORAL TABLET [XIFAXAN],XIFAXAN,ORAL TABLET,Antibacterials,"Antibacterials, Other",
1946698,SBD,SECNIDAZOLE 2000 MG ORAL GRANULES [SOLOSEC],SOLOSEC,ORAL GRANULES,Antibacterials,"Antibacterials, Other",
106351,SCD,SILVER SULFADIAZINE 10 MG/ML TOPICAL CREAM,,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
208186,SBD,SILVER SULFADIAZINE 10 MG/ML TOPICAL CREAM [SILVADENE],SILVADENE,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
208185,SBD,SILVER SULFADIAZINE 10 MG/ML TOPICAL CREAM [SSD],SSD,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
208187,SBD,SILVER SULFADIAZINE 10 MG/ML TOPICAL CREAM [THERMAZENE],THERMAZENE,TOPICAL CREAM,Antibacterials,"Antibacterials, Other",
1540890,SBD,TEDIZOLID PHOSPHATE 200 MG INJECTION [SIVEXTRO],SIVEXTRO,INJECTION,Antibacterials,"Antibacterials, Other",
1540868,SBD,TEDIZOLID PHOSPHATE 200 MG ORAL TABLET [SIVEXTRO],SIVEXTRO,ORAL TABLET,Antibacterials,"Antibacterials, Other",
1728089,SBD,TELAVANCIN 250 MG INJECTION [VIBATIV],VIBATIV,INJECTION,Antibacterials,"Antibacterials, Other",
1728085,SBD,TELAVANCIN 750 MG INJECTION [VIBATIV],VIBATIV,INJECTION,Antibacterials,"Antibacterials, Other",
581531,SCD,TIGECYCLINE 50 MG INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
584201,SBD,TIGECYCLINE 50 MG INJECTION [TYGACIL],TYGACIL,INJECTION,Antibacterials,"Antibacterials, Other",
477234,SCD,TINIDAZOLE 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
539809,SBD,TINIDAZOLE 250 MG ORAL TABLET [TINDAMAX],TINDAMAX,ORAL TABLET,Antibacterials,"Antibacterials, Other",
199519,SCD,TINIDAZOLE 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
539811,SBD,TINIDAZOLE 500 MG ORAL TABLET [TINDAMAX],TINDAMAX,ORAL TABLET,Antibacterials,"Antibacterials, Other",
562707,SCD,TRIMETHOPRIM 10 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Antibacterials,"Antibacterials, Other",
261353,SBD,TRIMETHOPRIM 10 MG/ML ORAL SOLUTION [PRIMSOL],PRIMSOL,ORAL SOLUTION,Antibacterials,"Antibacterials, Other",
198332,SCD,TRIMETHOPRIM 100 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
199332,SCD,TRIMETHOPRIM 300 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Antibacterials, Other",
239209,SCD,VANCOMYCIN 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
1807513,SCD,VANCOMYCIN 1000 MG INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
313570,SCD,VANCOMYCIN 125 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
201848,SBD,VANCOMYCIN 125 MG ORAL CAPSULE [VANCOCIN],VANCOCIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
313571,SCD,VANCOMYCIN 250 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
201849,SBD,VANCOMYCIN 250 MG ORAL CAPSULE [VANCOCIN],VANCOCIN,ORAL CAPSULE,Antibacterials,"Antibacterials, Other",
313572,SCD,VANCOMYCIN 50 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Antibacterials, Other",
1807516,SCD,VANCOMYCIN 500 MG INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
1807518,SCD,VANCOMYCIN 750 MG INJECTION,,INJECTION,Antibacterials,"Antibacterials, Other",
309043,SCD,12 HR CEFACLOR 500 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
1747117,SBD,50 ML CEFOTAXIME 20 MG/ML INJECTION [CLAFORAN],CLAFORAN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1747123,SBD,50 ML CEFOTAXIME 40 MG/ML INJECTION [CLAFORAN],CLAFORAN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309044,SCD,CEFACLOR 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
105171,SCD,CEFADROXIL 100 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
309047,SCD,CEFADROXIL 1000 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
309048,SCD,CEFADROXIL 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
309049,SCD,CEFADROXIL 500 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
1665050,SCD,CEFAZOLIN 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
313920,SCD,CEFAZOLIN 200 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665060,SCD,CEFAZOLIN 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309054,SCD,CEFDINIR 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
200346,SCD,CEFDINIR 300 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
213199,SBD,CEFDINIR 300 MG ORAL CAPSULE [OMNICEF],OMNICEF,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
476576,SCD,CEFDINIR 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
1665093,SCD,CEFEPIME 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665095,SBD,CEFEPIME 1000 MG INJECTION [MAXIPIME],MAXIPIME,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665088,SCD,CEFEPIME 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665091,SBD,CEFEPIME 2000 MG INJECTION [MAXIPIME],MAXIPIME,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665097,SCD,CEFEPIME 500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665099,SBD,CEFEPIME 500 MG INJECTION [MAXIPIME],MAXIPIME,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1043025,SBD,CEFIXIME 100 MG CHEWABLE TABLET [SUPRAX],SUPRAX,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
1373014,SCD,CEFIXIME 100 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
1373016,SBD,CEFIXIME 100 MG/ML ORAL SUSPENSION [SUPRAX],SUPRAX,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
1043027,SCD,CEFIXIME 150 MG CHEWABLE TABLET,,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
309058,SCD,CEFIXIME 20 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
581574,SBD,CEFIXIME 20 MG/ML ORAL SUSPENSION [SUPRAX],SUPRAX,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
1043031,SBD,CEFIXIME 200 MG CHEWABLE TABLET [SUPRAX],SUPRAX,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
419849,SCD,CEFIXIME 40 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
705008,SBD,CEFIXIME 40 MG/ML ORAL SUSPENSION [SUPRAX],SUPRAX,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
1372999,SBD,CEFIXIME 400 MG ORAL CAPSULE [SUPRAX],SUPRAX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
213927,SBD,CEFIXIME 400 MG ORAL TABLET [SUPRAX],SUPRAX,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
1656313,SCD,CEFOTAXIME 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1656316,SBD,CEFOTAXIME 1000 MG INJECTION [CLAFORAN],CLAFORAN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309065,SCD,CEFOTAXIME 200 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
105174,SBD,CEFOTAXIME 200 MG/ML INJECTABLE SOLUTION [CLAFORAN],CLAFORAN,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
